date,location,crime_type,details
2026-02-08,"Avenida Heitor Penteado, 2705 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Albino José Barbosa de Oliveira, 1034 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Avenida Heitor Penteado, 2147 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Heitor Penteado, 1492 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Rua Maria Monteiro, 886 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Albino José Barbosa de Oliveira, 3097 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Albino José Barbosa de Oliveira, 333 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Avenida Albino José Barbosa de Oliveira, 1532 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Heitor Penteado, 53 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Rua Maria Monteiro, 657 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Albino José Barbosa de Oliveira, 563 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Heitor Penteado, 586 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Heitor Penteado, 1312 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 1278 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Rua Maria Monteiro, 574 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Maria Monteiro, 1118 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Avenida Heitor Penteado, 113 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Avenida Heitor Penteado, 1073 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Rua Maria Monteiro, 595 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Rua Coronel Quirino, 916 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Rua Coronel Quirino, 669 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Avenida Albino José Barbosa de Oliveira, 3383 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Maria Monteiro, 214 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Rua Coronel Quirino, 1817 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Rua Coronel Quirino, 228 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Rua Coronel Quirino, 843 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Albino José Barbosa de Oliveira, 991 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Heitor Penteado, 2575 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Rua Maria Monteiro, 346 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Avenida Heitor Penteado, 2544 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Heitor Penteado, 530 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Avenida Albino José Barbosa de Oliveira, 796 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Heitor Penteado, 995 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-02,"Avenida Albino José Barbosa de Oliveira, 188 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Albino José Barbosa de Oliveira, 2464 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Albino José Barbosa de Oliveira, 2566 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Avenida Albino José Barbosa de Oliveira, 1566 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Rua Coronel Quirino, 1538 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Heitor Penteado, 469 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Rua Coronel Quirino, 260 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Rua Coronel Quirino, 876 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-02,"Avenida Albino José Barbosa de Oliveira, 1624 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Avenida Heitor Penteado, 2426 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Avenida Albino José Barbosa de Oliveira, 2223 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Rua Maria Monteiro, 856 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Albino José Barbosa de Oliveira, 2125 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Avenida Heitor Penteado, 2317 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Heitor Penteado, 2539 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-26,"Rua Coronel Quirino, 1710 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Albino José Barbosa de Oliveira, 3401 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Rua Coronel Quirino, 1192 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Avenida Albino José Barbosa de Oliveira, 3292 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Heitor Penteado, 2033 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Albino José Barbosa de Oliveira, 1440 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Avenida Albino José Barbosa de Oliveira, 55 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-08,"Rua Maria Monteiro, 742 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Albino José Barbosa de Oliveira, 1266 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Avenida Heitor Penteado, 1518 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Heitor Penteado, 1125 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Rua Coronel Quirino, 1716 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Heitor Penteado, 1533 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 2991 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Rua Coronel Quirino, 1978 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Rua Coronel Quirino, 1549 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Rua Coronel Quirino, 117 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 2509 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Albino José Barbosa de Oliveira, 2775 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 470 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 2989 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Albino José Barbosa de Oliveira, 1454 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 1138 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Avenida Albino José Barbosa de Oliveira, 1666 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-02,"Rua Coronel Quirino, 278 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Rua Coronel Quirino, 1668 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Rua Coronel Quirino, 257 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Avenida Heitor Penteado, 1322 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-05,"Rua Maria Monteiro, 656 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 1957 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Rua Maria Monteiro, 220 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Rua Coronel Quirino, 1305 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Avenida Albino José Barbosa de Oliveira, 3106 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 866 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Avenida Heitor Penteado, 2354 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Rua Maria Monteiro, 197 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 1052 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Albino José Barbosa de Oliveira, 3059 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Coronel Quirino, 1923 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Rua Coronel Quirino, 1959 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Avenida Heitor Penteado, 2014 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Rua Maria Monteiro, 575 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Rua Coronel Quirino, 1784 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Albino José Barbosa de Oliveira, 2263 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Albino José Barbosa de Oliveira, 3181 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Albino José Barbosa de Oliveira, 1380 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Rua Maria Monteiro, 913 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Avenida Albino José Barbosa de Oliveira, 3342 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Albino José Barbosa de Oliveira, 2688 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Heitor Penteado, 2734 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 2231 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Heitor Penteado, 2529 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 2416 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Heitor Penteado, 2935 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Rua Maria Monteiro, 217 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Avenida Albino José Barbosa de Oliveira, 1713 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Rua Coronel Quirino, 979 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-05,"Avenida Heitor Penteado, 1323 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Heitor Penteado, 1685 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-26,"Avenida Heitor Penteado, 774 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Heitor Penteado, 1806 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-27,"Rua Maria Monteiro, 1113 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Avenida Albino José Barbosa de Oliveira, 432 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Avenida Heitor Penteado, 1578 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-02,"Rua Coronel Quirino, 1345 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Rua Maria Monteiro, 733 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-27,"Avenida Albino José Barbosa de Oliveira, 1308 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Avenida Heitor Penteado, 1615 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Rua Coronel Quirino, 429 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Heitor Penteado, 2504 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Heitor Penteado, 2236 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Avenida Heitor Penteado, 708 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Heitor Penteado, 2073 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Rua Coronel Quirino, 1065 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Albino José Barbosa de Oliveira, 1929 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Rua Coronel Quirino, 1208 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Avenida Albino José Barbosa de Oliveira, 1133 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Heitor Penteado, 2703 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Albino José Barbosa de Oliveira, 1407 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Avenida Heitor Penteado, 2530 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 265 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Albino José Barbosa de Oliveira, 2448 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Rua Maria Monteiro, 200 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Coronel Quirino, 146 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Rua Coronel Quirino, 862 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 2966 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-26,"Avenida Albino José Barbosa de Oliveira, 2953 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Avenida Albino José Barbosa de Oliveira, 534 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Rua Coronel Quirino, 1287 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Albino José Barbosa de Oliveira, 2129 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-05,"Rua Coronel Quirino, 264 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Avenida Albino José Barbosa de Oliveira, 3130 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Avenida Heitor Penteado, 2327 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Rua Maria Monteiro, 335 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 1780 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Rua Coronel Quirino, 1060 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Avenida Heitor Penteado, 540 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Avenida Albino José Barbosa de Oliveira, 1745 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Albino José Barbosa de Oliveira, 2408 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Avenida Albino José Barbosa de Oliveira, 396 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Avenida Albino José Barbosa de Oliveira, 1740 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Coronel Quirino, 419 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Albino José Barbosa de Oliveira, 3283 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Maria Monteiro, 650 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-08,"Avenida Heitor Penteado, 1741 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-08,"Avenida Albino José Barbosa de Oliveira, 901 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Avenida Albino José Barbosa de Oliveira, 1743 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Heitor Penteado, 2666 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Avenida Albino José Barbosa de Oliveira, 625 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Avenida Heitor Penteado, 632 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Avenida Albino José Barbosa de Oliveira, 1572 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Rua Maria Monteiro, 689 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 1854 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Albino José Barbosa de Oliveira, 696 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-05,"Rua Coronel Quirino, 1224 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Heitor Penteado, 1621 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Albino José Barbosa de Oliveira, 2835 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Albino José Barbosa de Oliveira, 159 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Albino José Barbosa de Oliveira, 663 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Avenida Albino José Barbosa de Oliveira, 2070 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 2135 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Albino José Barbosa de Oliveira, 1605 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Rua Coronel Quirino, 1642 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-27,"Avenida Heitor Penteado, 1846 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Heitor Penteado, 424 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-27,"Avenida Albino José Barbosa de Oliveira, 1003 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Rua Coronel Quirino, 755 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Albino José Barbosa de Oliveira, 3452 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Albino José Barbosa de Oliveira, 146 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-11,"Avenida Heitor Penteado, 2883 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 41 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Avenida Albino José Barbosa de Oliveira, 518 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Rua Coronel Quirino, 550 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 516 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
